Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://github.com/whip4996/isd194-Exhibit/raw/master/MMS/MMS%20Final%20Logo.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
